41,management,married,tertiary,no,176,yes,yes,42,0,failure,no
41,management,married,tertiary,no,517,yes,no,251,0,failure,no
39,services,single,secondary,no,257,yes,no,408,0,failure,no
42,retired,married,secondary,no,56,yes,no,215,0,failure,no
38,blue-collar,married,secondary,no,-390,yes,no,287,0,failure,no
53,retired,married,secondary,no,330,yes,no,216,0,failure,no
59,housemaid,divorced,primary,no,195,no,no,366,0,failure,no
36,services,married,secondary,no,301,yes,no,210,0,failure,no
54,blue-collar,married,primary,no,-41,yes,no,288,0,failure,no
40,technician,married,tertiary,no,483,yes,no,168,0,failure,no
47,blue-collar,married,secondary,no,28,no,no,338,0,failure,no
53,unemployed,married,secondary,no,13,no,no,410,0,failure,no
46,housemaid,married,primary,no,965,no,no,177,0,failure,no
39,management,married,tertiary,no,378,yes,yes,127,0,failure,no
40,unemployed,married,secondary,no,219,yes,no,357,0,failure,no
28,blue-collar,married,primary,no,324,yes,no,175,0,failure,no
35,entrepreneur,divorced,secondary,no,-69,yes,no,300,0,failure,no
55,retired,married,secondary,no,0,no,yes,136,0,failure,no
43,technician,divorced,secondary,no,205,yes,no,1419,0,failure,no
48,blue-collar,married,primary,no,278,yes,no,125,0,failure,no
58,management,married,secondary,no,1065,yes,no,213,0,failure,no
33,management,single,tertiary,no,34,yes,no,27,0,failure,no
36,blue-collar,married,secondary,no,1033,no,no,238,0,failure,no
53,services,divorced,secondary,no,1467,yes,no,124,0,failure,no
47,blue-collar,married,primary,no,-12,yes,no,18,0,failure,no
31,services,married,secondary,no,388,yes,no,730,0,failure,no
57,entrepreneur,married,secondary,no,294,yes,no,746,0,failure,no
53,blue-collar,married,secondary,no,1827,no,no,121,0,failure,no
55,blue-collar,married,primary,no,627,yes,no,247,0,failure,no
45,blue-collar,married,primary,no,25,yes,no,40,0,failure,no
53,admin.,divorced,secondary,no,315,yes,no,181,0,failure,no
37,blue-collar,married,primary,no,0,yes,no,79,0,failure,no
44,admin.,divorced,secondary,no,66,yes,no,206,0,failure,no
49,blue-collar,divorced,primary,no,-9,yes,yes,389,0,failure,no
46,technician,married,secondary,no,349,yes,yes,127,0,failure,no
43,entrepreneur,married,secondary,no,100,yes,no,702,0,failure,no
38,admin.,married,secondary,no,0,no,no,151,0,failure,no
43,technician,married,secondary,no,434,yes,no,117,0,failure,no
49,management,married,tertiary,no,3237,yes,no,232,0,failure,no
42,management,married,secondary,no,275,no,no,408,0,failure,no
22,blue-collar,single,secondary,no,0,yes,no,179,0,failure,no
40,management,married,tertiary,no,207,yes,no,39,0,failure,no
39,blue-collar,married,secondary,no,483,yes,no,282,0,failure,no
51,services,married,secondary,no,2248,yes,no,714,0,failure,no
49,admin.,married,secondary,no,428,yes,no,50,0,failure,no
53,blue-collar,married,secondary,no,0,yes,yes,181,0,failure,no
34,services,single,secondary,no,0,yes,no,142,0,failure,no
33,technician,divorced,secondary,no,140,yes,no,227,0,failure,no
50,management,single,tertiary,no,297,yes,no,119,0,failure,no
39,blue-collar,married,primary,no,279,yes,no,361,0,failure,no
59,entrepreneur,divorced,secondary,no,901,yes,no,73,0,failure,no
30,technician,single,secondary,no,2573,yes,no,67,0,failure,no
36,services,married,secondary,no,143,yes,yes,350,0,failure,no
40,blue-collar,married,secondary,no,475,yes,no,332,0,failure,no
53,blue-collar,married,secondary,no,70,yes,no,611,0,failure,no
34,management,single,tertiary,no,318,yes,no,113,0,failure,no
37,technician,married,secondary,no,275,yes,no,132,0,failure,no
42,management,divorced,tertiary,no,742,yes,no,58,0,failure,no
41,entrepreneur,married,primary,no,236,yes,no,151,0,failure,no
30,student,single,tertiary,no,25,yes,no,89,0,failure,no
37,management,single,tertiary,no,600,yes,no,152,0,failure,no
39,admin.,divorced,secondary,no,-349,yes,no,611,0,failure,no
41,blue-collar,married,primary,no,183,yes,yes,110,0,failure,no
40,blue-collar,married,primary,no,0,yes,no,463,0,failure,no
42,management,single,tertiary,no,0,yes,yes,562,0,failure,yes
40,blue-collar,divorced,primary,no,0,yes,no,962,0,failure,no
57,technician,married,secondary,no,1078,yes,no,10,0,failure,no
56,entrepreneur,divorced,secondary,no,155,no,no,118,0,failure,no
37,admin.,married,secondary,no,190,yes,no,92,0,failure,no
59,retired,married,secondary,no,319,yes,no,143,0,failure,no
39,services,divorced,secondary,no,-185,yes,no,189,0,failure,no
49,services,married,secondary,no,47,no,no,234,0,failure,no
38,services,single,secondary,no,570,yes,no,75,0,failure,no
36,self-employed,married,tertiary,no,19,no,no,189,0,failure,no
50,blue-collar,married,primary,no,61,yes,no,621,0,failure,no
41,admin.,married,secondary,no,-62,yes,yes,55,0,failure,no
54,technician,married,tertiary,no,258,no,no,310,0,failure,no
58,blue-collar,married,primary,no,76,yes,no,156,0,failure,no
30,blue-collar,single,secondary,no,0,yes,no,5,0,failure,no
33,admin.,single,secondary,no,352,yes,no,225,0,failure,no
47,admin.,married,secondary,no,368,yes,no,125,0,failure,no
50,technician,single,tertiary,no,339,yes,no,2,0,failure,no
32,blue-collar,married,secondary,no,1331,yes,no,286,0,failure,no
40,self-employed,married,secondary,no,672,yes,no,164,0,failure,no
37,management,married,tertiary,no,58,yes,no,98,0,failure,no
54,technician,single,secondary,no,447,yes,no,742,0,failure,no
24,student,single,secondary,no,423,yes,no,226,0,failure,no
54,management,married,tertiary,no,0,no,no,120,0,failure,no
34,technician,married,secondary,no,19,yes,no,362,0,failure,no
56,technician,divorced,primary,no,13,yes,no,357,0,failure,no
31,blue-collar,single,secondary,no,3,yes,no,200,0,failure,no
24,student,single,secondary,no,82,yes,no,204,0,failure,no
42,blue-collar,divorced,primary,no,28,yes,no,126,0,failure,no
57,technician,married,secondary,no,792,yes,no,65,0,failure,no
42,blue-collar,married,secondary,no,408,yes,no,107,0,failure,no
51,admin.,married,secondary,no,531,yes,no,267,0,failure,no
57,retired,married,secondary,no,211,yes,no,248,0,failure,no
36,services,single,secondary,no,62,yes,no,215,0,failure,no
53,services,married,secondary,no,257,yes,no,209,0,failure,no
50,technician,married,secondary,no,1234,yes,no,205,0,failure,no
54,management,married,tertiary,no,313,yes,no,83,0,failure,no
55,blue-collar,married,secondary,no,89,yes,no,106,0,failure,no
44,blue-collar,married,secondary,no,129,yes,yes,189,0,failure,no
43,management,married,secondary,no,0,yes,no,105,0,failure,no
56,admin.,married,secondary,no,353,yes,no,106,0,failure,no
54,technician,married,secondary,no,851,yes,no,108,0,failure,no
55,services,divorced,primary,no,96,yes,yes,311,0,failure,no
37,services,divorced,secondary,no,398,yes,yes,214,0,failure,no
33,admin.,single,tertiary,no,193,no,no,132,0,failure,no
46,admin.,married,secondary,no,-358,yes,no,358,0,failure,no
36,blue-collar,married,secondary,no,539,yes,yes,453,0,failure,no
51,technician,single,secondary,no,0,yes,no,364,0,failure,no
40,retired,single,primary,no,0,no,no,136,0,failure,no
42,blue-collar,married,secondary,no,490,yes,no,386,0,failure,no
51,blue-collar,married,secondary,no,0,yes,no,173,0,failure,no
49,blue-collar,married,secondary,no,403,yes,no,241,0,failure,no
48,management,married,secondary,no,161,yes,no,224,0,failure,no
32,technician,divorced,tertiary,no,2558,no,no,148,0,failure,no
31,admin.,single,secondary,no,98,yes,no,196,0,failure,no
55,management,single,tertiary,no,115,no,no,111,0,failure,no
40,blue-collar,single,secondary,no,436,yes,no,231,0,failure,no
47,technician,married,tertiary,no,831,yes,no,316,0,failure,no
57,technician,married,secondary,no,206,yes,no,216,0,failure,no
41,blue-collar,married,secondary,no,290,yes,no,240,0,failure,no
48,blue-collar,married,secondary,no,1,no,no,669,0,failure,no
42,blue-collar,married,secondary,no,57,yes,no,425,0,failure,no
30,blue-collar,single,secondary,no,-457,yes,no,143,0,failure,no
58,management,single,tertiary,no,1387,yes,no,174,0,failure,no
45,management,divorced,tertiary,no,24598,yes,no,313,0,failure,no
49,blue-collar,married,secondary,no,30,yes,no,135,0,failure,no
42,admin.,single,secondary,no,1022,yes,no,146,0,failure,no
53,technician,married,secondary,no,56,yes,yes,152,0,failure,no
51,admin.,single,secondary,yes,-2,no,no,402,0,failure,no
32,services,single,secondary,no,121,yes,no,213,0,failure,no
41,blue-collar,single,secondary,no,842,yes,no,144,0,failure,no
43,management,divorced,secondary,no,693,yes,no,124,0,failure,no
40,blue-collar,divorced,secondary,no,-333,yes,no,183,0,failure,no
50,blue-collar,married,primary,no,1533,yes,no,325,0,failure,no
34,management,married,tertiary,no,46,yes,no,39,0,failure,no
53,services,married,secondary,no,18,no,no,503,0,failure,no
45,technician,married,secondary,no,44,yes,no,95,0,failure,no
39,blue-collar,married,primary,no,-100,yes,no,680,0,failure,no
44,services,married,tertiary,no,510,yes,no,421,0,failure,no
55,management,married,tertiary,no,685,yes,no,174,0,failure,no
46,management,single,tertiary,no,187,yes,no,113,0,failure,no
45,blue-collar,married,secondary,no,66,yes,no,808,0,failure,no
34,admin.,married,secondary,no,560,yes,no,198,0,failure,no
36,blue-collar,married,secondary,no,0,yes,no,195,0,failure,no
59,blue-collar,divorced,secondary,no,27,no,no,347,0,failure,no
31,admin.,single,secondary,no,12,yes,no,208,0,failure,no
44,blue-collar,single,secondary,no,34,yes,no,404,0,failure,no
33,entrepreneur,single,tertiary,no,1068,yes,no,396,0,failure,no
40,blue-collar,married,secondary,no,211,yes,no,216,0,failure,no
46,admin.,single,tertiary,no,377,yes,no,98,0,failure,no
48,management,married,tertiary,no,263,yes,no,350,0,failure,no
42,services,married,secondary,no,1263,yes,no,114,0,failure,no
27,services,married,secondary,no,8,yes,no,88,0,failure,no
48,admin.,married,secondary,no,126,yes,yes,379,0,failure,no
59,admin.,married,secondary,no,230,yes,no,190,0,failure,no
46,technician,married,tertiary,no,841,yes,no,158,0,failure,no
38,admin.,divorced,secondary,no,308,yes,no,102,0,failure,no
43,management,divorced,tertiary,no,1,yes,no,306,0,failure,no
38,admin.,divorced,tertiary,no,86,yes,no,218,0,failure,no
23,student,single,secondary,no,157,yes,no,54,0,failure,no
34,services,married,secondary,no,22,yes,no,344,0,failure,no
38,admin.,married,secondary,no,46,yes,yes,195,0,failure,no
37,blue-collar,married,secondary,no,1293,no,no,652,0,failure,no
25,admin.,single,secondary,no,122,yes,no,286,0,failure,no
48,blue-collar,married,secondary,no,131,yes,no,189,0,failure,no
49,blue-collar,single,secondary,no,143,yes,no,83,0,failure,no
38,admin.,single,secondary,no,393,no,no,184,0,failure,no
43,blue-collar,married,primary,no,98,yes,no,235,0,failure,no
33,management,married,tertiary,no,0,yes,no,290,0,failure,no
55,blue-collar,married,secondary,no,224,yes,no,232,0,failure,no
38,blue-collar,married,secondary,no,757,yes,no,133,0,failure,no
49,services,married,secondary,no,245,yes,yes,318,0,failure,no
40,management,married,secondary,no,8486,no,no,260,0,failure,no
43,admin.,married,secondary,no,350,no,no,437,0,failure,no
38,blue-collar,married,secondary,no,20,yes,no,402,0,failure,no
58,services,married,secondary,no,1667,yes,yes,85,0,failure,no
57,technician,married,secondary,no,345,yes,no,125,0,failure,no
32,unemployed,married,secondary,no,10,yes,no,501,0,failure,no
56,management,married,tertiary,no,830,yes,yes,1201,0,failure,yes
58,blue-collar,divorced,secondary,no,29,yes,no,253,0,failure,no
60,retired,divorced,secondary,no,545,yes,no,1030,0,failure,yes
37,technician,married,tertiary,no,8730,yes,no,149,0,failure,no
46,technician,divorced,tertiary,no,477,yes,no,114,0,failure,no
27,admin.,married,secondary,no,4,yes,no,243,0,failure,no
43,blue-collar,married,secondary,no,1205,yes,no,769,0,failure,no
32,technician,single,secondary,no,0,yes,yes,135,0,failure,no
40,admin.,single,secondary,no,263,yes,no,231,0,failure,no
38,admin.,married,secondary,no,1,no,no,76,0,failure,no
34,blue-collar,married,secondary,no,283,no,yes,199,0,failure,no
47,blue-collar,married,primary,no,206,yes,no,152,0,failure,no
42,housemaid,married,primary,no,17,yes,no,124,0,failure,no
48,technician,married,secondary,no,141,yes,yes,424,0,failure,no
29,self-employed,single,tertiary,no,16,yes,no,43,0,failure,no
50,services,married,secondary,no,206,yes,no,154,0,failure,no
52,technician,married,secondary,no,7,no,no,203,0,failure,no
50,management,married,tertiary,no,0,no,no,326,0,failure,no
58,retired,married,tertiary,no,0,no,no,393,0,failure,no
46,blue-collar,divorced,primary,no,1927,yes,no,241,0,failure,no
38,technician,married,secondary,no,284,yes,no,483,0,failure,no
46,blue-collar,married,secondary,no,1660,yes,no,259,0,failure,no
32,services,single,secondary,no,406,yes,no,227,0,failure,no
51,blue-collar,married,primary,no,230,yes,no,673,0,failure,no
39,admin.,single,secondary,no,-25,yes,no,576,0,failure,no
48,admin.,married,secondary,no,182,yes,no,180,0,failure,no
36,entrepreneur,married,tertiary,no,1169,yes,no,168,0,failure,no
34,admin.,divorced,secondary,no,67,yes,no,90,0,failure,no
40,technician,married,secondary,no,77,no,no,505,0,failure,no
43,unemployed,married,secondary,no,0,yes,no,245,0,failure,no
52,blue-collar,divorced,primary,no,55,yes,yes,186,0,failure,no
33,technician,married,secondary,yes,72,yes,no,623,0,failure,no
49,management,single,tertiary,no,163,yes,no,496,0,failure,no
32,management,single,tertiary,no,151,yes,no,118,0,failure,no
39,admin.,single,secondary,no,113,yes,no,342,0,failure,no
40,blue-collar,married,secondary,no,0,yes,no,225,0,failure,no
38,technician,single,tertiary,no,9,yes,no,185,0,failure,no
43,management,married,secondary,no,375,yes,no,196,0,failure,no
39,services,married,secondary,no,1142,yes,no,276,0,failure,no
54,blue-collar,married,primary,no,2102,yes,no,76,0,failure,no
38,technician,single,tertiary,no,4325,yes,no,87,0,failure,no
40,blue-collar,married,secondary,no,217,yes,no,195,0,failure,no
55,admin.,married,secondary,no,131,yes,no,744,0,failure,no
42,management,married,tertiary,no,1680,yes,no,765,0,failure,no
39,blue-collar,married,secondary,no,0,yes,no,262,0,failure,no
40,blue-collar,married,primary,no,46,yes,no,119,0,failure,no
32,blue-collar,married,secondary,no,320,yes,no,198,0,failure,no
55,admin.,married,secondary,no,183,yes,no,150,0,failure,no
45,blue-collar,married,secondary,no,39,no,no,241,0,failure,no
35,management,single,tertiary,no,560,yes,no,181,0,failure,no
58,technician,divorced,secondary,no,469,no,no,196,0,failure,no
35,admin.,married,secondary,no,530,yes,no,149,0,failure,no
49,services,married,primary,no,61,yes,no,246,0,failure,no
34,technician,single,tertiary,no,242,yes,no,112,0,failure,no
36,blue-collar,married,secondary,no,139,yes,no,309,0,failure,no
24,self-employed,single,secondary,no,0,yes,no,278,0,failure,no
34,technician,married,secondary,no,367,yes,no,140,0,failure,no
51,admin.,divorced,secondary,no,228,yes,no,136,0,failure,no
39,technician,single,secondary,no,45248,yes,no,1623,0,failure,yes
50,self-employed,married,secondary,no,-84,yes,no,101,0,failure,no
32,services,single,secondary,no,310,yes,no,144,0,failure,no
42,blue-collar,married,secondary,no,132,yes,no,238,0,failure,no
50,technician,married,secondary,no,797,yes,no,354,0,failure,no
40,services,married,secondary,no,71,no,no,79,0,failure,no
46,management,divorced,secondary,no,2,yes,no,187,0,failure,no
37,management,married,tertiary,no,231,yes,yes,451,0,failure,no
34,blue-collar,married,secondary,no,270,yes,yes,159,0,failure,no
44,blue-collar,married,secondary,no,274,yes,yes,409,0,failure,no
40,admin.,single,secondary,no,-109,yes,yes,170,0,failure,no
37,technician,married,secondary,no,1,yes,no,608,0,failure,yes
33,blue-collar,single,secondary,yes,-60,no,no,243,0,failure,no
